page_name,page_id,total_ads,unique_ads,percent_unique,avg_words,avg_spend,per_ad_avg_spend,total_avg_impressions,per_ad_avg_impression,avg_ad_min_audience,avg_ad_runtime,avg_female_13_17,avg_female_18_24,avg_female_25_34,avg_female_35_44,avg_female_45_54,avg_female_55_64,avg_female_65_plus,avg_male_13_17,avg_male_18_24,avg_male_25_34,avg_male_35_44,avg_male_45_54,avg_male_55_64,avg_male_65_plus,avg_female,avg_male,avg_13_17,avg_18_24,avg_25_34,avg_35_44,avg_45_54,avg_55_64,avg_65_plus,avg_pha,avg_stc,avg_jhc,avg_plk,avg_kvk,avg_ulk,avg_lbk,avg_hkk,avg_pak,avg_vys,avg_jhm,avg_olk,avg_msk,avg_zlk
SPOLU pro Prahu,101279652413889,2128,258,0.121,60,832786,391,12533436,5890,67457,3.6,0,0.021,0.141,0.139,0.085,0.014,0.011,0,0.023,0.189,0.183,0.1,0.013,0.008,0.411,0.518,0,0.044,0.33,0.323,0.185,0.028,0.019,0.902,0.025,0.001,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0.001,0
Generál Pavel,102389958091735,744,213,0.286,55,944828,1270,37672628,50635,632084,6.1,0,0.001,0.189,0.106,0.079,0.046,0.037,0,0.002,0.25,0.139,0.081,0.033,0.029,0.458,0.534,0,0.003,0.438,0.245,0.16,0.079,0.066,0.098,0.078,0.046,0.051,0.026,0.082,0.032,0.037,0.035,0.032,0.168,0.08,0.158,0.069
ODS Praha,137681825598,720,97,0.135,68,181140,252,2703640,3755,26099,2.8,0,0.007,0.087,0.145,0.065,0.019,0.021,0,0.022,0.21,0.262,0.112,0.025,0.017,0.344,0.648,0,0.029,0.297,0.408,0.177,0.044,0.038,0.995,0.005,0,0,0,0,0,0,0,0,0,0,0,0
Tomio Okamura - SPD,179497582061065,618,578,0.935,462,283691,459,5388191,8719,928433,1,0,0.008,0.023,0.046,0.066,0.108,0.111,0,0.031,0.108,0.177,0.13,0.102,0.082,0.361,0.629,0,0.039,0.131,0.223,0.196,0.21,0.192,0.086,0.093,0.055,0.055,0.039,0.108,0.051,0.053,0.048,0.044,0.112,0.066,0.13,0.053
Milion chvilek pro demokracii,728495140691300,472,21,0.044,77,161114,341,1414764,2997,406535,3.7,0,0.034,0.05,0.061,0.059,0.056,0.056,0,0.053,0.06,0.067,0.066,0.054,0.05,0.316,0.35,0,0.086,0.111,0.128,0.125,0.11,0.106,0.19,0.072,0.034,0.028,0.013,0.037,0.024,0.032,0.027,0.022,0.084,0.03,0.047,0.03
Tomáš Zima,236211929833146,377,62,0.164,49,262112,695,7992812,21201,540947,11.5,0,0.016,0.031,0.03,0.037,0.044,0.055,0,0.054,0.131,0.113,0.09,0.056,0.048,0.213,0.493,0,0.07,0.162,0.143,0.127,0.101,0.104,0.064,0.064,0.046,0.043,0.023,0.079,0.031,0.04,0.046,0.031,0.085,0.043,0.078,0.035
Eva Rajchmanová - starostka a kandidátka do Senátu,110208494972750,364,152,0.418,96,42118,116,927818,2549,13530,3.5,0,0.067,0.101,0.117,0.133,0.096,0.075,0,0.061,0.118,0.093,0.068,0.037,0.028,0.589,0.405,0,0.129,0.219,0.211,0.201,0.132,0.103,0.001,0,0,0,0,0,0,0,0,0,0.99,0.001,0,0.002
Zvon #9801,109553708206923,328,95,0.29,33,129036,393,4820836,14698,390327,12.1,0,0.065,0.052,0.03,0.025,0.021,0.029,0,0.204,0.221,0.116,0.066,0.033,0.042,0.222,0.682,0,0.268,0.273,0.146,0.09,0.054,0.071,0.176,0.094,0.051,0.052,0.025,0.074,0.035,0.043,0.04,0.037,0.097,0.048,0.084,0.046
Petr Fiala,487445514669670,310,163,0.526,83,564845,1822,9455345,30501,65976,5.6,0,0.016,0.048,0.059,0.064,0.033,0,0,0.115,0.257,0.199,0.148,0.056,0,0.22,0.775,0,0.13,0.305,0.258,0.212,0.089,0,0.24,0.106,0.053,0.047,0.02,0.058,0.033,0.047,0.045,0.052,0.139,0.047,0.062,0.05
Peak.cz,378827025796132,306,134,0.438,33,33347,109,362847,1186,102942,4.4,0,0,0.003,0.007,0.019,0.046,0.065,0,0.013,0.066,0.1,0.146,0.146,0.137,0.14,0.607,0,0.013,0.069,0.106,0.165,0.192,0.201,0.111,0.069,0.04,0.034,0.025,0.07,0.032,0.029,0.031,0.031,0.099,0.049,0.093,0.035
PRO Plzeň,233440870590457,306,160,0.523,42,52247,171,743847,2431,12191,0.8,0,0.007,0.052,0.046,0.022,0.008,0.005,0,0.008,0.046,0.034,0.02,0.005,0.003,0.141,0.117,0,0.015,0.098,0.08,0.042,0.013,0.008,0,0.001,0.003,0.253,0,0,0,0,0,0,0,0,0,0
Jan Kavalírek / radní Praha 5,101500052256658,292,94,0.322,82,103554,355,1000854,3428,12465,10.8,0,0.105,0.154,0.087,0.055,0.027,0.022,0,0.089,0.169,0.105,0.062,0.022,0.019,0.45,0.466,0,0.194,0.323,0.192,0.118,0.049,0.041,0.921,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenpeace Česká republika,55876739776,288,60,0.208,168,1074906,3732,7613856,26437,250782,5.5,0.004,0.182,0.274,0.158,0.076,0.038,0.036,0.002,0.049,0.077,0.045,0.02,0.008,0.011,0.77,0.211,0.006,0.231,0.351,0.203,0.096,0.047,0.047,0.329,0.082,0.042,0.041,0.02,0.061,0.034,0.042,0.035,0.028,0.103,0.043,0.084,0.036
Šárka Jelínková,1158186927548185,280,138,0.493,80,35160,126,678860,2424,7624,4,0,0.111,0.148,0.16,0.114,0.083,0.075,0,0.051,0.083,0.07,0.048,0.029,0.025,0.692,0.305,0,0.162,0.231,0.229,0.162,0.113,0.1,0,0,0,0,0,0,0,0,0,0,0.081,0.001,0,0.918
Piráti Hradec Králové,1953958664821128,266,128,0.481,83,91567,344,523867,1969,12397,2.4,0,0.101,0.124,0.098,0.056,0.037,0.043,0,0.114,0.177,0.113,0.064,0.028,0.029,0.458,0.525,0,0.215,0.3,0.211,0.12,0.065,0.072,0.003,0.004,0.001,0.001,0,0.001,0.001,0.967,0.011,0.001,0.002,0.001,0.001,0
Ondřej Prokop,197010357446014,251,147,0.586,617,395124,1574,2911374,11599,118165,3.1,0,0.014,0.031,0.073,0.103,0.121,0.194,0,0.032,0.065,0.086,0.101,0.074,0.089,0.536,0.448,0,0.046,0.097,0.159,0.204,0.195,0.283,0.728,0.092,0.011,0.012,0.009,0.028,0.011,0.012,0.01,0.008,0.021,0.012,0.023,0.009
Ministerstvo práce a sociálních věcí,211685455639198,214,59,0.276,38,349543,1633,10116393,47273,350235,7.8,0,0.059,0.128,0.161,0.184,0.08,0.046,0,0.04,0.058,0.077,0.091,0.04,0.024,0.658,0.328,0,0.099,0.186,0.237,0.275,0.12,0.069,0.093,0.111,0.094,0.085,0.03,0.102,0.06,0.062,0.062,0.058,0.08,0.043,0.076,0.032
Transparency International ČR,117823623864,205,128,0.624,98,71748,350,1233398,6017,463660,4,0,0.057,0.06,0.057,0.047,0.053,0.115,0,0.05,0.125,0.18,0.098,0.064,0.087,0.39,0.603,0,0.107,0.184,0.237,0.145,0.118,0.202,0.235,0.116,0.04,0.037,0.021,0.071,0.032,0.039,0.033,0.03,0.185,0.041,0.079,0.039
ODS - Občanská demokratická strana,30575632699,195,102,0.523,56,327002,1677,5300402,27182,71463,4.2,0,0.032,0.053,0.049,0.058,0.032,0,0,0.147,0.237,0.18,0.146,0.06,0,0.224,0.771,0,0.179,0.29,0.229,0.204,0.092,0,0.228,0.107,0.053,0.044,0.023,0.071,0.041,0.046,0.043,0.039,0.132,0.048,0.08,0.044
CNN Prima NEWS,2214398435317853,191,37,0.194,13,50154,263,607404,3180,76863,2.5,0.001,0.014,0.075,0.104,0.104,0.074,0.061,0.003,0.045,0.151,0.134,0.116,0.058,0.041,0.433,0.547,0.004,0.059,0.226,0.238,0.22,0.132,0.102,0.131,0.109,0.06,0.061,0.027,0.094,0.043,0.047,0.047,0.041,0.116,0.054,0.103,0.048
"ANO, tohle je Holešov",1458056954448171,182,58,0.319,17,69159,380,755409,4151,12447,8.3,0,0.132,0.117,0.089,0.068,0.032,0.021,0,0.107,0.119,0.076,0.043,0.018,0.014,0.459,0.378,0,0.239,0.236,0.165,0.112,0.05,0.035,0.001,0.001,0,0,0,0.001,0,0,0,0,0.001,0.004,0.001,0.831
Český rozhlas Plus,424114981002397,176,159,0.903,38,125862,715,5677412,32258,954660,12.6,0,0.038,0.076,0.086,0.076,0.066,0.084,0,0.062,0.122,0.129,0.105,0.063,0.068,0.425,0.549,0,0.1,0.198,0.215,0.181,0.129,0.152,0.207,0.097,0.051,0.059,0.025,0.075,0.037,0.044,0.041,0.035,0.115,0.051,0.086,0.058
Časopis Reflex,34825122262,171,68,0.398,38,195964,1146,3122914,18263,664913,7,0,0.038,0.101,0.105,0.086,0.05,0.043,0,0.067,0.14,0.141,0.102,0.051,0.039,0.423,0.54,0,0.104,0.241,0.246,0.189,0.101,0.082,0.231,0.108,0.05,0.046,0.023,0.061,0.036,0.044,0.041,0.034,0.117,0.045,0.086,0.045
Komora daňových poradců ČR,227416910669250,168,56,0.333,114,28016,167,398916,2374,361013,2.4,0,0.064,0.108,0.106,0.109,0.077,0.078,0,0.077,0.141,0.071,0.051,0.04,0.047,0.542,0.427,0,0.141,0.249,0.177,0.16,0.118,0.125,0.186,0.083,0.05,0.043,0.024,0.065,0.031,0.046,0.041,0.042,0.17,0.049,0.088,0.057
Zdeněk Hraba,551976351670874,166,136,0.819,93,55467,334,702917,4234,239790,2.4,0,0.022,0.035,0.059,0.073,0.09,0.117,0,0.051,0.083,0.116,0.129,0.103,0.1,0.397,0.582,0,0.073,0.118,0.175,0.202,0.194,0.217,0.03,0.816,0.01,0.01,0.006,0.018,0.009,0.009,0.008,0.007,0.02,0.011,0.02,0.008
hnutí spOLečně,159731441359190,161,91,0.565,119,209270,1300,3482920,21633,50001,25.8,0,0.061,0.093,0.079,0.064,0.048,0.056,0,0.061,0.13,0.099,0.068,0.035,0.039,0.402,0.432,0,0.123,0.223,0.178,0.132,0.083,0.095,0,0,0,0,0,0,0,0,0,0,0,0.839,0,0
ODS Krupka,2086689531576430,157,13,0.083,5,20972,134,178422,1136,5765,4.6,0,0.15,0.081,0.072,0.083,0.067,0.066,0,0.105,0.088,0.074,0.091,0.057,0.051,0.521,0.467,0,0.256,0.169,0.146,0.175,0.124,0.117,0,0,0,0,0,0.993,0,0,0,0,0,0,0,0
Petr Hladík,1410403182565683,153,123,0.804,72,253974,1660,3081424,20140,89230,7.5,0,0.089,0.13,0.107,0.07,0.053,0.063,0,0.084,0.151,0.106,0.062,0.035,0.038,0.511,0.476,0,0.173,0.281,0.213,0.132,0.087,0.101,0.002,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.975,0.001,0.002,0.001
Pro Jablonec,424864520888915,153,41,0.268,100,55224,361,1268924,8294,47256,7.1,0,0.073,0.075,0.078,0.088,0.074,0.084,0,0.051,0.077,0.078,0.073,0.045,0.042,0.473,0.366,0,0.124,0.152,0.156,0.161,0.119,0.126,0.001,0.004,0.001,0.001,0,0.002,0.826,0.003,0.001,0.001,0.001,0.001,0.001,0.001
Vojtěch Volf - náměstek primátora města Zlína,111967433619026,153,102,0.667,82,24574,161,476424,3114,8426,4,0,0.093,0.135,0.117,0.087,0.056,0.055,0,0.07,0.142,0.103,0.059,0.027,0.025,0.543,0.426,0,0.163,0.278,0.22,0.146,0.082,0.081,0.001,0,0.001,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.967
Svět hospodářství,106834174877753,152,148,0.974,65,121724,801,2892924,19032,1000001,10.8,0,0.296,0.139,0.019,0.02,0.034,0.043,0,0.148,0.081,0.048,0.062,0.054,0.047,0.553,0.44,0,0.445,0.221,0.067,0.082,0.088,0.09,0.183,0.112,0.057,0.059,0.03,0.082,0.04,0.051,0.045,0.037,0.108,0.05,0.097,0.042
Zdeněk Hřib - primátor Prahy,302134090396266,151,88,0.583,117,140774,932,1804424,11950,91226,1.9,0,0.035,0.078,0.072,0.05,0.035,0.043,0,0.115,0.233,0.162,0.09,0.041,0.039,0.314,0.679,0,0.15,0.31,0.235,0.14,0.076,0.082,0.834,0.081,0.006,0.006,0.004,0.012,0.006,0.006,0.005,0.004,0.013,0.006,0.011,0.005
Hnutí DUHA - Přátelé Země Česká republika,58887737763,149,48,0.322,53,386526,2594,3454926,23187,444775,8.6,0,0.07,0.139,0.157,0.081,0.062,0.067,0,0.04,0.079,0.091,0.058,0.038,0.041,0.576,0.346,0,0.11,0.218,0.248,0.139,0.1,0.108,0.215,0.083,0.049,0.041,0.018,0.05,0.032,0.043,0.043,0.034,0.139,0.058,0.085,0.043
Andrej Babiš,214827221987263,146,68,0.466,34,1096177,7508,7188427,49236,219145,1.9,0,0.078,0.074,0.071,0.086,0.083,0.097,0,0.083,0.114,0.086,0.072,0.044,0.046,0.49,0.445,0,0.161,0.189,0.157,0.157,0.128,0.144,0.057,0.113,0.038,0.037,0.025,0.132,0.023,0.042,0.025,0.091,0.194,0.053,0.07,0.035
Sázíme Česko,104768355190287,146,29,0.199,121,826477,5661,7255928,49698,760978,6.7,0,0.166,0.294,0.168,0.075,0.024,0.011,0,0.047,0.084,0.045,0.018,0.007,0.007,0.739,0.208,0,0.213,0.378,0.214,0.093,0.031,0.018,0.217,0.101,0.049,0.047,0.017,0.055,0.034,0.043,0.041,0.036,0.126,0.048,0.085,0.044
Petr Hlaváček - kandidát na primátora,328899600936330,138,129,0.935,84,360081,2609,3170931,22978,205689,2.6,0,0.05,0.066,0.057,0.052,0.044,0.056,0,0.105,0.211,0.155,0.096,0.051,0.049,0.324,0.667,0,0.155,0.276,0.212,0.148,0.095,0.105,0.997,0.003,0,0,0,0,0,0,0,0,0,0,0,0
Karel Janeček,223117541065037,136,87,0.64,140,1676332,12326,25363936,186500,949266,8.5,0,0.175,0.127,0.093,0.067,0.037,0.03,0,0.126,0.138,0.093,0.057,0.023,0.019,0.53,0.456,0,0.301,0.265,0.187,0.124,0.059,0.049,0.153,0.108,0.054,0.052,0.028,0.088,0.044,0.049,0.045,0.04,0.109,0.052,0.1,0.057
Jiří Crha - starosta Blanska a radní Jihomoravského kraje,103624831753285,134,113,0.843,24,134383,1003,1022433,7630,14344,4.2,0,0.114,0.11,0.099,0.087,0.046,0.039,0,0.115,0.139,0.095,0.061,0.025,0.025,0.496,0.461,0,0.229,0.249,0.195,0.148,0.071,0.064,0.001,0,0,0.001,0,0.001,0,0.001,0.001,0.001,0.954,0.001,0.001,0.001
Piráti Praha 7,287665901740773,133,56,0.421,85,51984,391,587434,4417,12781,6.7,0,0.079,0.114,0.092,0.019,0.01,0.01,0,0.1,0.2,0.154,0.033,0.01,0.013,0.323,0.51,0,0.179,0.314,0.245,0.052,0.02,0.023,0.842,0,0,0,0,0,0,0,0,0,0,0,0,0
Piráti Praha 3,1674362659292756,132,65,0.492,90,33634,255,345934,2621,15344,7.8,0,0.095,0.189,0.094,0.038,0.016,0.013,0,0.075,0.179,0.097,0.038,0.013,0.01,0.446,0.411,0,0.169,0.369,0.191,0.076,0.028,0.023,0.845,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.003,0.001
Daniela Kovářová,106725941551702,131,127,0.969,41,27084,207,350434,2675,63185,1.5,0,0.03,0.061,0.103,0.125,0.104,0.105,0,0.036,0.085,0.104,0.101,0.066,0.063,0.527,0.454,0,0.066,0.146,0.206,0.226,0.169,0.168,0,0.009,0.028,0.935,0,0.008,0,0,0,0,0.001,0,0.001,0
STAN Hradec Králové,101495378122651,129,35,0.271,75,21586,167,129436,1003,17509,3,0,0.022,0.068,0.057,0.048,0.025,0.025,0,0.036,0.088,0.061,0.04,0.02,0.017,0.246,0.262,0,0.058,0.156,0.118,0.088,0.045,0.042,0.002,0.001,0.001,0.001,0,0.002,0.001,0.426,0.072,0,0.002,0.001,0.002,0.001
EURACTIV.cz,284944781875,127,114,0.898,55,38986,307,844436,6649,920552,6,0,0.241,0.129,0.037,0.061,0.026,0.002,0,0.135,0.099,0.085,0.131,0.033,0,0.495,0.483,0,0.376,0.228,0.122,0.191,0.059,0.002,0.17,0.101,0.074,0.055,0.03,0.089,0.036,0.061,0.054,0.037,0.104,0.046,0.087,0.039
Česká pirátská strana,109323929038,125,70,0.56,80,170688,1366,2775938,22208,103761,5.6,0.001,0.136,0.124,0.044,0.021,0.015,0.02,0.001,0.191,0.26,0.087,0.028,0.015,0.022,0.361,0.606,0.003,0.327,0.384,0.131,0.049,0.031,0.042,0.279,0.088,0.047,0.044,0.019,0.056,0.034,0.043,0.038,0.036,0.122,0.049,0.079,0.04
Naše zdravotnictví,693725074166331,125,101,0.808,46,94038,752,1414938,11320,1000001,6.2,0,0.021,0.079,0.126,0.188,0.164,0.135,0,0.019,0.046,0.039,0.047,0.037,0.032,0.712,0.22,0,0.039,0.125,0.166,0.234,0.201,0.167,0.132,0.086,0.052,0.052,0.028,0.08,0.039,0.057,0.043,0.041,0.108,0.056,0.116,0.046
Rádio Universum,264983260329918,124,115,0.927,66,153638,1239,2571438,20737,1000001,3.9,0,0,0.018,0.054,0.108,0.143,0.168,0,0,0.03,0.08,0.142,0.128,0.122,0.491,0.503,0,0,0.048,0.134,0.25,0.271,0.29,0.146,0.095,0.055,0.051,0.031,0.089,0.045,0.05,0.045,0.039,0.113,0.062,0.122,0.055
Změna pro Říčany • STAN,909606155877035,123,79,0.642,168,45088,367,503438,4093,45546,7.3,0,0.102,0.118,0.131,0.089,0.047,0.041,0,0.096,0.121,0.107,0.076,0.031,0.024,0.528,0.456,0,0.199,0.24,0.238,0.165,0.078,0.065,0.005,0.956,0.002,0.003,0.002,0.004,0.002,0.002,0.002,0.002,0.004,0.002,0.004,0.002
STAN Praha 5,1529542723928361,120,25,0.208,101,52190,435,256940,2141,6693,2.6,0,0.027,0.079,0.072,0.061,0.072,0.096,0,0.048,0.133,0.088,0.079,0.055,0.059,0.406,0.463,0,0.075,0.212,0.16,0.14,0.127,0.155,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0
XTV,711658465662315,118,109,0.924,21,238791,2024,2138441,18122,178603,3.5,0,0.006,0.026,0.035,0.058,0.129,0.267,0,0.004,0.028,0.057,0.099,0.125,0.164,0.52,0.477,0,0.01,0.054,0.092,0.158,0.254,0.43,0.176,0.09,0.054,0.043,0.032,0.094,0.038,0.045,0.043,0.035,0.115,0.055,0.126,0.053
Fakt Brno,110287941156767,117,64,0.547,35,152692,1305,2244442,19183,62772,5,0,0.168,0.202,0.053,0.003,0.002,0.003,0,0.156,0.298,0.081,0.004,0.002,0.003,0.431,0.545,0,0.324,0.5,0.134,0.008,0.004,0.007,0.002,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.968,0.001,0.002,0.001
PRAHA SOBĚ,944792105610443,117,61,0.521,151,724942,6196,7942442,67884,71326,5.3,0,0.042,0.188,0.148,0.074,0.031,0.032,0,0.05,0.183,0.134,0.061,0.022,0.022,0.515,0.473,0,0.092,0.371,0.282,0.135,0.053,0.054,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Klub Pátečníků - patecnici.cz,203656526961481,114,50,0.439,130,99193,870,1740443,15267,570089,19.3,0,0.05,0.047,0.048,0.07,0.086,0.13,0,0.089,0.094,0.076,0.091,0.084,0.09,0.431,0.525,0,0.14,0.141,0.124,0.161,0.169,0.221,0.177,0.097,0.055,0.05,0.029,0.081,0.038,0.048,0.043,0.037,0.111,0.051,0.099,0.046
KDU-ČSL,251656685576,113,103,0.912,53,403394,3570,16530944,146292,843542,11.5,0,0.225,0.11,0.074,0.06,0.045,0.034,0,0.138,0.107,0.084,0.057,0.029,0.024,0.546,0.439,0,0.363,0.216,0.158,0.116,0.074,0.058,0.093,0.1,0.057,0.052,0.031,0.089,0.041,0.059,0.055,0.05,0.12,0.095,0.101,0.043
Kniha Revoluce - Jakub Trpiš,394570898000897,113,10,0.088,122,169544,1500,1051444,9305,193832,104.7,0,0.003,0.012,0.05,0.106,0.137,0.114,0,0,0.018,0.07,0.135,0.143,0.125,0.424,0.492,0,0.004,0.031,0.12,0.241,0.28,0.24,0.122,0.099,0.054,0.049,0.034,0.077,0.041,0.052,0.044,0.033,0.104,0.052,0.11,0.049
Hejtman Josef Suchánek,108342850697974,109,55,0.505,115,12796,117,231446,2123,82854,3.5,0,0.067,0.033,0.058,0.067,0.066,0.09,0,0.115,0.09,0.084,0.066,0.047,0.062,0.382,0.465,0,0.182,0.123,0.142,0.133,0.114,0.153,0.019,0.013,0.005,0.006,0.006,0.02,0.01,0.012,0.017,0.009,0.037,0.627,0.048,0.024
Danuše Nerudová,102845669064210,107,50,0.467,37,470596,4398,6946448,64920,521216,5.9,0,0.097,0.096,0.088,0.081,0.06,0.064,0,0.075,0.106,0.117,0.104,0.047,0.042,0.486,0.49,0,0.172,0.202,0.205,0.185,0.107,0.105,0.151,0.103,0.057,0.039,0.062,0.103,0.047,0.031,0.038,0.033,0.067,0.039,0.18,0.028
Tábor 2020,115758841780493,106,34,0.321,65,17247,163,202947,1915,7539,11.3,0,0.078,0.089,0.092,0.062,0.037,0.031,0,0.066,0.115,0.094,0.058,0.027,0.019,0.39,0.379,0,0.145,0.204,0.186,0.12,0.065,0.05,0,0,0.774,0,0,0,0,0,0,0,0,0,0,0
iROZHLAS.cz,123858471641,105,103,0.981,33,118548,1129,2219948,21142,969525,2.7,0,0.007,0.055,0.072,0.078,0.058,0.075,0,0.029,0.162,0.175,0.154,0.072,0.056,0.344,0.648,0,0.037,0.217,0.247,0.231,0.13,0.13,0.244,0.094,0.049,0.049,0.023,0.07,0.038,0.046,0.04,0.035,0.124,0.053,0.091,0.044
Lepší Beroun,283796335522682,105,76,0.724,108,16798,160,158448,1509,65572,3.3,0,0.028,0.051,0.096,0.105,0.104,0.091,0,0.04,0.082,0.113,0.101,0.057,0.059,0.475,0.452,0,0.068,0.132,0.209,0.206,0.161,0.15,0.019,0.86,0.005,0.005,0.003,0.008,0.003,0.003,0.003,0.002,0.006,0.004,0.007,0.003
3PK pro prosperující Českou Třebovou,102161328913584,102,65,0.637,326,28749,282,381949,3745,7746,5.6,0,0.026,0.101,0.128,0.112,0.075,0.067,0,0.043,0.114,0.135,0.105,0.049,0.041,0.509,0.487,0,0.069,0.215,0.263,0.217,0.124,0.108,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Piráti Ostrava,996724667073669,101,89,0.881,98,88900,880,1980950,19613,80843,6.4,0,0.117,0.147,0.1,0.062,0.028,0.025,0,0.104,0.19,0.12,0.068,0.018,0.016,0.48,0.515,0,0.221,0.336,0.22,0.13,0.046,0.041,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Robin Povšík, zastupitel Mladé Boleslavi, Hlas pro Boleslav",301147597357008,100,94,0.94,61,82850,828,1349950,13500,11201,3,0,0.048,0.126,0.128,0.094,0.045,0.025,0,0.053,0.164,0.155,0.096,0.033,0.019,0.466,0.521,0,0.101,0.29,0.284,0.19,0.079,0.044,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0
Piráti Brno,105410686588,99,75,0.758,153,44750,452,824950,8333,20498,6,0,0.061,0.156,0.069,0.026,0.006,0.006,0,0.106,0.323,0.154,0.051,0.007,0.006,0.325,0.647,0,0.168,0.48,0.223,0.076,0.013,0.012,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0
Pražská Drbna,100307671455380,97,96,0.99,33,18502,191,465452,4798,958764,2.8,0,0.144,0.125,0.068,0.06,0.047,0.046,0,0.113,0.154,0.097,0.062,0.033,0.034,0.489,0.493,0,0.256,0.279,0.164,0.122,0.08,0.08,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0
STAN a Zelení Olomouc,1156076277912221,94,89,0.947,56,46953,500,370953,3946,18831,2.7,0,0.068,0.105,0.101,0.087,0.066,0.07,0,0.07,0.137,0.12,0.082,0.043,0.046,0.496,0.498,0,0.138,0.242,0.22,0.168,0.109,0.117,0,0,0,0,0,0,0,0,0,0,0,0.999,0,0
Změna pro Hradec a Zelení,664997796912382,94,68,0.723,160,43853,467,655953,6978,97938,3.5,0,0.109,0.102,0.073,0.069,0.053,0.072,0,0.096,0.135,0.107,0.076,0.039,0.051,0.479,0.504,0,0.205,0.237,0.18,0.146,0.092,0.123,0.009,0.005,0.003,0.002,0.001,0.003,0.002,0.937,0.008,0.002,0.007,0.004,0.004,0.002
Lékaři bez hranic / Médecins Sans Frontières (MSF),130038285069,93,58,0.624,140,243654,2620,3330954,35817,198979,7.9,0,0.087,0.249,0.221,0.105,0.046,0.049,0,0.03,0.059,0.06,0.033,0.014,0.016,0.756,0.212,0,0.117,0.308,0.281,0.138,0.06,0.064,0.292,0.094,0.047,0.041,0.017,0.044,0.032,0.04,0.036,0.032,0.138,0.045,0.074,0.041
Týdeník Respekt,52479821102,93,90,0.968,45,64204,690,1423954,15311,683119,5.5,0,0.02,0.111,0.117,0.087,0.024,0.006,0,0.044,0.217,0.202,0.127,0.028,0.007,0.365,0.624,0,0.063,0.328,0.318,0.214,0.052,0.013,0.417,0.065,0.033,0.045,0.012,0.037,0.029,0.029,0.027,0.024,0.149,0.033,0.072,0.028
Marian Jurečka,356451014434612,92,88,0.957,69,135454,1472,5307454,57690,475381,6.2,0,0.186,0.122,0.086,0.075,0.058,0.047,0,0.098,0.103,0.083,0.059,0.037,0.031,0.574,0.41,0,0.284,0.225,0.169,0.134,0.094,0.077,0.095,0.085,0.056,0.041,0.036,0.091,0.033,0.053,0.051,0.047,0.125,0.109,0.113,0.048
STAN Praha,707458719329186,92,54,0.587,57,197254,2144,3567954,38782,171056,8.6,0,0.086,0.107,0.087,0.067,0.035,0.046,0,0.094,0.17,0.129,0.085,0.044,0.042,0.428,0.565,0,0.18,0.277,0.216,0.152,0.08,0.088,0.996,0.003,0,0,0,0,0,0,0,0,0,0,0,0
MS ODS Slaný,837256169624106,91,85,0.934,91,12004,132,138454,1521,38309,3.2,0,0.179,0.093,0.054,0.059,0.061,0.077,0,0.132,0.087,0.061,0.067,0.047,0.043,0.523,0.437,0,0.311,0.18,0.115,0.126,0.108,0.119,0.001,0.956,0.001,0.001,0,0.003,0,0.001,0.001,0.001,0.001,0,0.001,0.001
Stanislav Blaha,495496033796328,89,81,0.91,114,53606,602,640456,7196,11911,10.8,0,0.043,0.147,0.17,0.151,0.012,0.004,0,0.059,0.174,0.138,0.076,0.007,0.002,0.528,0.456,0,0.102,0.322,0.309,0.227,0.019,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989
Blesk.cz,206407509818,87,30,0.345,36,23006,264,538456,6189,787932,5.3,0,0.069,0.073,0.089,0.088,0.105,0.144,0,0.035,0.044,0.059,0.047,0.033,0.038,0.569,0.255,0,0.103,0.117,0.148,0.136,0.137,0.182,0.103,0.083,0.043,0.039,0.022,0.074,0.033,0.056,0.049,0.033,0.093,0.068,0.085,0.042
Dohoda pro Humpolec,104184649058961,87,34,0.391,55,25806,297,193456,2224,1194,2.1,0,0.101,0.152,0.124,0.083,0.03,0.021,0,0.097,0.154,0.101,0.057,0.024,0.014,0.512,0.448,0,0.198,0.307,0.226,0.14,0.054,0.036,0,0,0,0,0,0,0,0,0,0.966,0,0,0,0
Honza Dekický pro Porubu,330095477756673,86,52,0.605,160,35757,416,424957,4941,20642,2.5,0,0.063,0.133,0.134,0.12,0.047,0.012,0,0.067,0.179,0.124,0.086,0.025,0.006,0.51,0.487,0,0.13,0.312,0.259,0.206,0.071,0.019,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.989,0.001
